user_id,exp_group,ctr
119638,2,0.14
19764,3,0.17
6250,2,0.33
127627,2,0.4
126239,3,0.2
2046,3,0.15
9873,3,0.22
10229,3,0.18
21366,2,0.19
9533,3,0.12
1412,3,0.33
20698,2,0.39
25367,3,0.26
122316,2,0.17
13655,2,0.23
130777,2,0.23
109447,3,0.23
16386,3,0.2
122578,2,0.14
25055,3,0.31
117930,2,0.2
1828,2,0.25
126405,2,0.26
21114,3,0.13
126327,2,0.18
1374,2,0.23
118708,2,0.18
130169,3,0.07
25257,2,0.2
108949,2,0.16
5674,3,0.12
122276,3,0.15
13857,3,0.21
17058,2,0.18
122554,3,0.17
131029,3,0.29
16600,2,0.15
109551,2,0.3
16654,2,0.25
132062,3,0.35
11133,2,0.4
24396,3,0.1
115540,2,0.2
23862,3,0.18
115686,2,0.13
118816,3,0.19
15041,3,0.33
20372,2,0.31
127019,3,0.13
15269,3,0.23
119286,3,0.44
127569,3,0.26
19950,2,0.25
127715,3,0.16
127879,3,0.14
14523,3,0.19
892,2,0.07
22050,3,0.2
114087,3,0.2
113941,3,0.43
125571,2,0.25
21902,3,0.19
114543,3,0.13
8639,2,0.21
8411,2,0.28
436,2,0.17
21592,3,0.21
26517,2,0.27
120984,3,0.15
110029,2,0.43
129769,3,0.3
4282,3,0.22
25949,2,0.24
124075,2,0.12
132916,3,0.21
23234,3,0.19
110737,3,0.3
11401,2,0.22
116328,2,0.16
124853,2,0.19
22538,3,0.21
111503,3,0.34
22894,3,0.15
124515,2,0.2
7712,3,0.35
19404,2,0.21
120092,3,0.2
106569,2,0.16
15915,3,0.12
7564,3,0.24
15441,3,0.21
120496,3,0.16
26731,2,0.13
7400,3,0.21
107351,2,0.19
18870,2,0.18
23210,2,0.23
124327,3,0.15
132746,2,0.14
22790,2,0.23
116694,3,0.09
124427,3,0.21
22964,2,0.27
19136,3,0.18
128461,2,0.17
119970,2,0.25
120262,2,0.15
7752,2,0.25
128027,2,0.2
107405,3,0.3
107099,3,0.25
15499,2,0.19
7510,2,0.24
22428,2,0.1
22264,2,0.17
116890,3,0.35
8827,3,0.08
117330,3,0.13
476,3,0.18
125757,3,0.07
8549,3,0.16
125529,3,0.2
117558,3,0.14
4634,2,0.19
121236,2,0.25
13255,2,0.27
17804,3,0.25
110445,3,0.17
129587,2,0.26
117561,3,0.3
125526,3,0.15
114618,2,0.12
125256,3,0.09
22419,2,0.23
8976,3,0.4
121683,2,0.23
110434,3,0.24
12544,2,0.12
17493,3,0.23
12830,2,0.15
4775,2,0.1
124420,3,0.27
11658,3,0.25
110994,2,0.32
115829,3,0.28
132663,2,0.26
120535,2,0.38
120577,2,0.13
15698,2,0.19
18787,3,0.14
16168,2,0.17
15948,2,0.2
19151,3,0.07
3213,2,0.15
116657,2,0.2
22881,3,0.12
22533,3,0.19
132247,3,0.31
11398,2,0.23
3873,2,0.19
115887,2,0.18
23167,3,0.18
110636,3,0.27
116089,2,0.15
3831,2,0.22
15454,3,0.23
15596,3,0.21
128426,3,0.18
15908,3,0.21
19111,2,0.26
16022,3,0.18
128206,3,0.16
7727,3,0.32
114358,3,0.29
21591,3,0.24
114528,3,0.23
117731,2,0.28
114088,3,0.25
22061,3,0.27
113868,3,0.06
125216,2,0.46
17469,2,0.2
4277,3,0.19
17753,2,0.21
4103,3,0.26
129766,3,0.17
17991,2,0.18
120983,3,0.16
11026,3,0.13
115187,3,0.22
24355,2,0.18
132017,2,0.17
115009,3,0.33
11168,3,0.23
24135,2,0.19
123384,3,0.03
123696,3,0.24
123778,3,0.2
2403,3,0.27
20297,3,0.22
119083,2,0.14
108036,3,0.17
19685,3,0.23
119779,2,0.14
21013,2,0.14
113040,2,0.09
126818,3,0.18
25286,3,0.23
5183,2,0.08
122801,2,0.18
16737,3,0.29
24590,3,0.12
13794,2,0.15
122471,2,0.09
13446,2,0.24
126118,2,0.1
1781,2,0.03
117933,2,0.14
9804,2,0.29
20661,3,0.14
118707,2,0.19
122129,3,0.25
108832,2,0.27
121973,3,0.25
130330,3,0.28
130472,3,0.2
109196,2,0.33
24834,2,0.21
122841,3,0.35
5207,3,0.18
130742,3,0.25
5349,3,0.16
131599,3,0.12
114943,2,0.28
123280,2,0.31
123124,2,0.19
24569,3,0.1
122950,2,0.15
131947,3,0.15
23857,3,0.29
10496,2,0.13
112134,3,0.26
10340,2,0.24
123882,2,0.22
23637,3,0.16
107542,2,0.2
20257,2,0.13
119107,3,0.23
108474,2,0.21
23642,3,0.28
2308,2,0.32
131272,3,0.18
123735,2,0.18
10457,2,0.17
131194,3,0.14
115548,2,0.17
123443,2,0.31
123521,2,0.17
111895,3,0.36
24210,3,0.15
10915,2,0.19
108131,2,0.19
19942,2,0.33
108295,2,0.17
127577,3,0.27
19796,2,0.24
15277,3,0.1
127121,3,0.16
20216,2,0.14
127303,3,0.4
7078,3,0.16
1074,2,0.12
113385,3,0.21
1950,2,0.17
118132,2,0.26
21270,3,0.19
122724,3,0.17
16820,2,0.15
122546,3,0.0
5518,3,0.2
25463,2,0.23
130471,3,0.33
17358,2,0.2
126943,3,0.17
9607,3,0.09
118740,3,0.22
126651,3,0.21
112941,2,0.13
21018,2,0.25
9771,3,0.26
13371,2,0.23
122472,2,0.21
16750,3,0.13
109455,3,0.24
5168,2,0.12
25289,3,0.28
14231,2,0.23
130511,2,0.13
5934,2,0.21
14067,2,0.15
24036,2,0.55
115508,3,0.27
23894,2,0.15
131090,2,0.13
10873,3,0.15
131688,2,0.39
108399,3,0.14
19854,3,0.19
14605,2,0.21
127829,2,0.23
127389,2,0.25
20468,3,0.18
6680,2,0.17
8557,3,0.28
117566,3,0.13
8671,3,0.21
114447,2,0.17
117480,3,0.1
8897,3,0.3
632,3,0.18
129595,2,0.28
17632,3,0.16
110081,3,0.22
121474,2,0.18
129317,2,0.26
17960,3,0.18
4982,2,0.21
4626,2,0.17
129267,2,0.12
18252,3,0.25
109997,3,0.16
18430,3,0.36
121134,2,0.14
13263,2,0.31
124775,3,0.36
116410,3,0.23
124419,3,0.19
23412,2,0.18
23202,2,0.31
11923,3,0.2
15491,2,0.14
120528,2,0.18
128731,2,0.21
15701,2,0.13
26635,3,0.43
18902,3,0.23
107319,3,0.12
120582,2,0.36
16175,2,0.11
128375,2,0.22
16121,2,0.21
11607,2,0.42
132422,3,0.44
3566,2,0.1
124687,2,0.19
116434,2,0.31
124861,2,0.28
124277,2,0.25
111101,3,0.13
116172,2,0.26
15677,3,0.19
120796,3,0.21
7250,3,0.2
107501,2,0.23
7556,3,0.31
107145,2,0.18
106903,2,0.18
7720,3,0.22
106462,3,0.17
125579,2,0.21
22524,3,0.12
117036,2,0.22
674,2,0.24
125223,2,0.3
884,2,0.12
121578,3,0.19
129761,3,0.28
121660,3,0.22
17900,2,0.14
121332,3,0.23
13077,3,0.2
18326,2,0.25
4808,3,0.22
125224,2,0.28
113938,3,0.23
125182,2,0.15
21819,3,0.21
114366,3,0.15
117391,2,0.21
8412,2,0.14
21741,3,0.12
18219,2,0.19
13082,3,0.2
121651,3,0.2
17745,2,0.25
17461,2,0.23
4459,3,0.32
129930,3,0.19
12066,2,0.12
111090,3,0.26
3995,2,0.33
116445,2,0.24
111340,3,0.08
3553,2,0.14
124516,2,0.12
124630,2,0.25
11608,2,0.23
19403,2,0.16
7829,3,0.15
15916,3,0.24
16030,3,0.12
119935,3,0.24
128272,3,0.1
18535,2,0.19
15588,3,0.39
128526,3,0.23
15666,3,0.15
132749,2,0.3
110668,2,0.26
3735,3,0.23
124100,3,0.25
111002,2,0.14
124428,3,0.13
11568,3,0.13
124776,3,0.16
3465,3,0.0
119831,2,0.13
106818,3,0.41
19217,3,0.2
120763,2,0.44
15706,2,0.25
107246,3,0.16
117241,3,0.29
8828,3,0.24
21559,2,0.17
114390,2,0.26
475,3,0.24
114610,2,0.18
121121,2,0.21
121235,2,0.18
121079,2,0.21
109766,3,0.12
12396,2,0.2
121407,2,0.32
17803,3,0.23
129670,2,0.3
108130,2,0.39
19505,2,0.22
19797,2,0.16
15134,3,0.17
118825,3,0.36
107690,2,0.27
118939,3,0.15
6933,3,0.31
23643,3,0.19
10684,2,0.24
115549,2,0.13
24389,3,0.33
131941,3,0.26
24211,3,0.06
123294,2,0.2
114929,2,0.41
24794,2,0.29
16593,2,0.15
24844,2,0.4
13394,3,0.24
121979,3,0.25
17277,2,0.09
130160,3,0.17
126674,2,0.14
20845,3,0.32
1153,2,0.17
126560,2,0.4
118543,2,0.21
20667,3,0.23
113242,3,0.23
113384,3,0.16
126902,2,0.19
9272,2,0.1
112672,3,0.13
117923,2,0.14
113142,3,0.17
1609,2,0.39
112964,3,0.38
21413,3,0.27
16751,3,0.22
24576,3,0.28
122309,2,0.2
25288,3,0.3
121875,2,0.21
130428,2,0.24
122017,2,0.27
108688,3,0.39
1343,3,0.12
126942,3,0.21
126144,3,0.24
1683,3,0.27
119789,2,0.31
6243,2,0.23
14554,2,0.23
15008,2,0.17
127388,2,0.15
107796,3,0.23
20469,3,0.16
15300,2,0.29
123482,3,0.22
111784,2,0.24
114841,3,0.23
2839,3,0.29
115197,3,0.21
11036,3,0.25
112076,2,0.29
131853,2,0.17
20296,3,0.3
127223,2,0.22
127379,2,0.21
15023,2,0.5
119430,2,0.12
14439,2,0.22
127977,2,0.05
127551,2,0.15
122927,3,0.24
111985,2,0.0
10949,3,0.18
131686,2,0.36
131246,2,0.23
2512,3,0.27
112239,2,0.23
10715,3,0.31
123623,3,0.13
25361,3,0.17
130497,2,0.19
130419,2,0.27
122314,2,0.06
130213,2,0.28
109051,3,0.3
24765,3,0.21
5182,2,0.08
131003,2,0.17
25049,3,0.15
130825,2,0.2
10227,3,0.21
118176,3,0.38
21360,2,0.23
126471,3,0.38
113643,2,0.17
126645,3,0.25
118462,3,0.29
20590,2,0.25
126819,3,0.31
25263,2,0.22
130253,3,0.2
17266,2,0.26
108791,2,0.14
5960,3,0.1
108613,2,0.21
5426,3,0.12
16606,2,0.18
130743,3,0.26
1606,2,0.24
126119,2,0.18
126403,2,0.38
117932,2,0.26
118372,2,0.2
20944,3,0.22
9555,2,0.25
127483,3,0.18
6938,3,0.32
20036,2,0.14
20214,2,0.17
118822,3,0.24
6860,3,0.12
127021,3,0.18
127575,3,0.19
14809,3,0.2
127795,3,0.13
119388,3,0.24
123171,2,0.32
2158,2,0.24
112593,3,0.19
10455,2,0.27
2488,2,0.21
115254,2,0.3
18328,2,0.19
129775,3,0.2
4284,3,0.23
25741,2,0.16
26089,2,0.24
110183,2,0.13
129849,3,0.2
22166,3,0.1
116980,2,0.18
8725,2,0.13
113939,3,0.16
8413,2,0.33
19320,2,0.09
106905,2,0.5
19402,2,0.21
16031,3,0.16
8002,3,0.28
15917,3,0.17
128419,3,0.18
15589,3,0.39
107491,2,0.3
26733,2,0.26
12177,2,0.12
23236,3,0.33
12021,2,0.12
132836,3,0.2
22540,3,0.19
111341,3,0.26
11325,2,0.32
124851,2,0.32
106535,3,0.31
106645,3,0.2
19060,3,0.19
128725,2,0.25
7650,2,0.26
15501,2,0.22
110669,2,0.14
4082,3,0.31
110847,2,0.14
124607,3,0.2
116688,3,0.12
11651,3,0.2
132164,2,0.14
3386,3,0.18
121234,2,0.23
25985,3,0.15
25907,3,0.21
129589,2,0.22
114121,2,0.21
114043,2,0.14
113695,2,0.16
21636,2,0.12
117332,3,0.16
125755,3,0.33
360,3,0.26
114391,2,0.19
114611,2,0.21
125677,3,0.29
117552,3,0.37
25688,3,0.11
110550,3,0.27
17633,3,0.16
17961,3,0.08
129316,2,0.28
121135,2,0.31
129088,2,0.28
21999,2,0.41
8556,3,0.0
21853,2,0.17
114392,2,0.21
359,3,0.15
8378,3,0.15
117339,3,0.32
133145,2,0.13
116883,3,0.08
113826,2,0.18
8896,3,0.25
120583,2,0.22
120189,2,0.18
19067,3,0.13
119833,2,0.17
128374,2,0.27
116411,3,0.18
22745,2,0.19
124418,3,0.22
124592,3,0.22
132509,2,0.3
23495,2,0.18
11922,3,0.25
15758,3,0.29
120505,3,0.2
128982,3,0.12
15448,3,0.2
18537,2,0.19
120331,3,0.2
18963,2,0.31
120085,3,0.27
16198,3,0.13
132423,3,0.15
3129,2,0.2
111184,3,0.19
115881,2,0.39
115739,2,0.17
124276,2,0.13
3825,2,0.52
116095,2,0.18
124066,2,0.27
25940,2,0.57
129924,3,0.16
110184,2,0.19
129760,3,0.25
18327,2,0.21
18213,2,0.26
121333,3,0.24
26414,2,0.38
109586,2,0.17
129356,3,0.18
117299,2,0.18
114178,3,0.17
117591,2,0.14
125578,2,0.22
22525,3,0.14
885,2,0.17
967,2,0.2
20303,3,0.14
15308,2,0.24
14546,2,0.26
108208,3,0.16
119781,2,0.36
119639,2,0.22
127544,2,0.2
115189,3,0.25
123034,3,0.39
122920,3,0.14
115015,3,0.23
24129,2,0.12
131099,2,0.15
115435,3,0.19
10606,3,0.4
131533,2,0.19
10716,3,0.31
121883,2,0.2
2227,3,0.19
17017,3,0.29
130502,2,0.23
17327,3,0.22
130064,2,0.13
16743,3,0.26
24584,3,0.32
109136,3,0.15
130830,2,0.28
9872,3,0.2
112704,2,0.16
9762,3,0.12
112932,2,0.27
126642,3,0.25
20927,2,0.14
9450,3,0.32
14148,3,0.28
25548,2,0.32
108610,2,0.2
25470,2,0.25
122049,3,0.29
109112,2,0.07
131028,3,0.32
109194,2,0.2
122847,3,0.23
130736,3,0.25
1601,2,0.32
126112,2,0.06
10140,2,0.19
117785,2,0.25
9976,2,0.23
20837,3,0.1
7087,3,0.21
127128,3,0.2
14700,3,0.19
14814,3,0.14
127878,3,0.28
123172,2,0.17
3013,2,0.2
131593,3,0.12
114991,2,0.2
11214,2,0.17
2153,2,0.12
10502,2,0.27
2267,2,0.21
112306,3,0.14
115331,2,0.14
131265,3,0.18
119526,3,0.07
19588,2,0.21
6156,3,0.35
127725,3,0.23
107899,2,0.38
127127,3,0.21
127475,3,0.43
123875,2,0.19
23946,3,0.23
115688,2,0.23
111889,3,0.22
24560,3,0.21
115090,2,0.28
114756,2,0.3
24797,2,0.21
130573,3,0.12
122548,3,0.22
122062,3,0.12
16926,2,0.19
122136,3,0.36
25255,2,0.22
25109,2,0.3
20952,3,0.26
126411,2,0.19
117782,2,0.32
10017,2,0.26
126127,2,0.3
24931,3,0.19
13455,2,0.29
16574,3,0.14
109151,3,0.14
24757,3,0.31
108865,3,0.26
109043,3,0.18
130221,2,0.21
25369,3,0.1
17092,3,0.21
121876,2,0.12
126827,3,0.16
126479,3,0.21
10235,3,0.17
1574,3,0.18
108393,3,0.22
119786,2,0.02
14557,2,0.25
7034,2,0.15
127273,2,0.2
15015,2,0.43
107639,3,0.25
107937,3,0.0
2062,3,0.31
23686,2,0.18
131804,2,0.19
2758,3,0.1
131850,2,0.3
121824,2,0.18
17712,3,0.18
110435,3,0.22
17794,3,0.24
109693,3,0.03
12973,2,0.08
120908,2,0.19
121086,2,0.16
4628,2,0.22
117642,3,0.25
8381,3,0.13
133150,2,0.15
125747,3,0.18
106416,2,0.2
22262,2,0.2
116774,3,0.25
113829,2,0.27
638,3,0.28
117058,3,0.25
114035,2,0.07
107093,3,0.19
15493,2,0.19
7512,2,0.19
107239,3,0.39
128167,2,0.07
16169,2,0.21
7924,2,0.27
119838,2,0.28
119980,2,0.26
22750,2,0.17
124883,3,0.24
111245,2,0.28
124109,3,0.25
133088,2,0.33
110881,2,0.28
115828,3,0.2
23204,2,0.16
120332,3,0.12
128867,3,0.28
128977,3,0.36
107151,2,0.14
18964,2,0.29
120004,3,0.24
128125,3,0.25
22880,3,0.2
11601,2,0.17
116326,2,0.26
124681,2,0.0
110637,3,0.21
115886,2,0.13
12075,2,0.25
3652,2,0.15
3830,2,0.15
132922,3,0.42
121438,3,0.22
12301,3,0.18
121736,3,0.24
110521,2,0.1
25655,2,0.17
110347,2,0.25
12763,3,0.15
121152,3,0.23
18320,2,0.28
109589,2,0.2
120868,3,0.2
12997,3,0.19
17990,2,0.19
8405,2,0.17
442,2,0.15
125581,2,0.38
117730,2,0.32
114643,3,0.33
21810,3,0.16
22344,3,0.18
113791,3,0.17
125217,2,0.21
125331,2,0.18
17993,2,0.19
109736,2,0.26
18171,2,0.1
109950,2,0.21
129056,3,0.26
4801,3,0.28
13084,3,0.31
129170,3,0.25
17893,2,0.16
17751,2,0.16
121735,3,0.0
129768,3,0.25
12464,3,0.33
116979,2,0.17
8864,2,0.14
125176,2,0.28
117143,2,0.15
537,2,0.15
21903,3,0.22
21821,3,0.29
125570,2,0.17
21739,3,0.16
117307,2,0.15
125780,2,0.16
133241,3,0.16
16380,3,0.1
7827,3,0.21
16024,3,0.19
7487,3,0.38
107058,2,0.21
18871,2,0.16
124366,2,0.14
11840,2,0.22
110736,3,0.27
116329,2,0.23
132139,3,0.17
111192,3,0.42
111420,3,0.39
23005,3,0.21
116493,2,0.33
124514,2,0.13
11614,2,0.29
22895,3,0.19
7981,2,0.38
16112,2,0.18
7931,2,0.36
120263,2,0.28
128608,2,0.19
120765,2,0.17
18441,3,0.41
7511,2,0.12
120537,2,0.22
124180,3,0.2
3729,3,0.15
124892,3,0.22
116225,3,0.28
124782,3,0.44
109846,3,0.17
121237,2,0.27
5069,2,0.18
129324,2,0.12
109682,3,0.31
12394,2,0.19
110266,3,0.23
129586,2,0.14
110444,3,0.19
17805,3,0.11
25680,3,0.21
121839,2,0.2
124962,3,0.17
707,3,0.2
8990,3,0.12
8826,3,0.13
116891,3,0.13
125428,3,0.19
125254,3,0.17
114274,2,0.14
117331,3,0.33
20644,3,0.21
1352,2,0.4
118544,2,0.22
1622,2,0.29
113129,3,0.0
125957,2,0.23
130929,3,0.37
5520,3,0.05
109213,2,0.19
130581,3,0.33
5364,3,0.2
108849,2,0.32
17076,2,0.16
122070,3,0.18
2174,2,0.18
23840,3,0.2
2252,2,0.39
123721,2,0.29
123899,2,0.23
123187,2,0.21
131756,3,0.39
112059,3,0.18
2564,2,0.2
123109,2,0.23
131962,3,0.17
132040,3,0.25
24552,3,0.26
108157,2,0.17
19612,2,0.35
7096,3,0.25
127467,3,0.26
107701,2,0.32
115278,3,0.2
23710,2,0.17
115452,3,0.16
123639,3,0.31
115170,3,0.11
11011,3,0.22
122943,3,0.21
24292,2,0.32
131702,2,0.18
10855,3,0.2
108483,3,0.12
127207,2,0.23
15039,2,0.23
7120,2,0.0
20762,2,0.29
113659,2,0.26
126487,3,0.26
1426,3,0.2
9469,3,0.15
126913,3,0.16
21174,2,0.21
112727,2,0.07
112869,2,0.15
126395,3,0.13
109347,3,0.2
122564,2,0.25
121868,2,0.15
25345,3,0.27
108687,3,0.21
130229,2,0.23
109035,3,0.31
130055,2,0.21
118029,3,0.16
118207,3,0.19
126388,3,0.25
2023,3,0.28
126214,3,0.31
20593,2,0.32
118291,3,0.19
1273,3,0.23
122215,2,0.17
14214,2,0.25
17335,3,0.11
25194,3,0.21
25304,3,0.2
122325,2,0.23
17107,3,0.19
130980,2,0.32
16553,3,0.23
109128,3,0.24
130674,2,0.25
122799,2,0.23
5153,2,0.2
24592,3,0.14
123366,3,0.23
131705,2,0.19
24463,2,0.17
2219,3,0.2
123640,3,0.19
115607,3,0.2
23697,2,0.27
123694,3,0.22
7021,2,0.29
20453,3,0.27
127066,2,0.16
127208,2,0.16
119175,2,0.23
127990,2,0.43
119339,2,0.13
123196,2,0.18
115355,2,0.18
123892,2,0.19
115241,2,0.38
123718,2,0.27
112590,3,0.4
127104,3,0.25
20287,2,0.41
20059,2,0.09
118923,3,0.14
20201,2,0.22
14352,3,0.14
19781,2,0.17
117761,2,0.25
10038,2,0.32
126576,2,0.25
1525,2,0.23
20651,3,0.2
113226,3,0.14
108776,2,0.16
17261,2,0.33
25090,2,0.17
13716,3,0.29
13606,3,0.29
109558,2,0.22
122531,3,0.2
131020,3,0.16
132681,3,0.16
115897,2,0.14
11864,2,0.14
23309,3,0.24
116079,2,0.17
22903,3,0.19
124616,2,0.13
11764,2,0.15
22689,3,0.2
124702,2,0.19
3583,2,0.32
124844,2,0.17
22547,3,0.22
15922,3,0.18
7737,3,0.21
120247,3,0.11
19413,2,0.28
128106,3,0.39
120069,3,0.41
120781,3,0.36
128674,3,0.26
18863,2,0.21
120489,3,0.17
18553,2,0.23
117135,2,0.2
117053,2,0.22
22075,3,0.33
133217,3,0.08
125950,2,0.28
8468,2,0.15
125594,2,0.46
8614,2,0.2
129080,3,0.28
120883,3,0.22
4879,3,0.06
129940,3,0.18
12314,3,0.17
25632,2,0.18
110364,2,0.19
117077,3,0.14
22405,2,0.39
117323,3,0.16
114298,2,0.17
106407,2,0.32
17977,3,0.21
121229,2,0.22
4527,2,0.21
17649,3,0.2
124122,3,0.17
23397,2,0.2
110902,2,0.21
23511,2,0.24
23219,2,0.14
11824,3,0.24
124350,3,0.15
115921,3,0.26
22729,2,0.44
116395,3,0.26
11566,3,0.19
3315,3,0.47
132415,2,0.24
120287,2,0.26
16268,2,0.19
8071,2,0.22
7677,2,0.19
7503,2,0.25
120513,2,0.24
18449,3,0.37
128714,2,0.44
11667,3,0.13
116672,3,0.25
11553,3,0.31
132764,2,0.25
115976,3,0.16
116154,3,0.25
18888,3,0.22
26645,3,0.18
107263,3,0.19
15407,2,0.16
128787,2,0.18
15517,2,0.05
106629,3,0.5
19044,3,0.19
19158,3,0.16
16103,2,0.2
106977,3,0.27
8357,3,0.35
133126,2,0.18
8563,3,0.32
22108,2,0.35
8813,3,0.14
4370,2,0.34
26001,3,0.19
129857,2,0.2
25671,3,0.38
12569,2,0.18
109825,3,0.12
121136,2,0.16
121218,2,0.22
21912,3,0.25
21802,3,0.08
8475,2,0.3
133230,3,0.0
113877,3,0.42
125323,2,0.33
8709,2,0.26
984,2,0.18
117042,2,0.46
125167,2,0.15
4268,3,0.22
129613,3,0.24
110355,2,0.22
121588,3,0.22
110277,2,0.14
17558,2,0.22
12455,3,0.19
129833,3,0.18
120974,3,0.19
120892,3,0.17
13021,3,0.1
121322,3,0.18
116428,2,0.19
132156,3,0.22
11423,2,0.18
23472,3,0.18
116178,2,0.27
110645,3,0.12
12005,2,0.23
120688,3,0.27
128257,3,0.08
16015,3,0.15
126167,3,0.16
126053,3,0.23
21466,2,0.2
118026,3,0.29
9871,3,0.17
126843,3,0.2
9461,3,0.24
9287,3,0.22
113651,2,0.09
20896,2,0.33
17154,3,0.3
14131,2,0.18
122208,2,0.35
14209,2,0.21
108881,3,0.19
5870,2,0.32
17108,3,0.25
122038,2,0.29
108679,3,0.29
130833,2,0.17
130979,2,0.12
13641,2,0.21
123219,3,0.23
24300,2,0.2
131710,2,0.27
115178,3,0.14
11019,3,0.1
122935,3,0.12
10609,3,0.22
123647,3,0.32
131538,2,0.29
24050,2,0.25
10261,3,0.13
115444,3,0.28
23588,2,0.27
20102,3,0.08
119012,2,0.22
127069,2,0.21
15315,2,0.15
19754,3,0.17
14619,2,0.38
19864,3,0.11
108061,3,0.27
119454,2,0.17
24402,3,0.14
122975,2,0.17
123195,2,0.19
10933,2,0.2
2464,2,0.21
123713,2,0.15
123891,2,0.19
23628,3,0.15
112585,3,0.33
10521,2,0.25
2166,2,0.13
115530,2,0.21
20280,2,0.18
119130,3,0.25
20206,2,0.13
20060,2,0.26
127459,3,0.17
108149,2,0.12
119542,3,0.29
127741,3,0.18
126313,2,0.25
126427,2,0.31
21248,3,0.33
113121,3,0.17
10033,2,0.28
118114,2,0.18
10115,2,0.3
113563,3,0.22
20652,3,0.21
20510,3,0.14
121964,3,0.26
122078,3,0.16
5968,3,0.41
13887,3,0.15
16910,2,0.16
108939,2,0.23
122298,3,0.14
17368,2,0.23
5198,3,0.29
109553,2,0.16
5372,3,0.29
122390,3,0.36
16582,2,0.13
24859,2,0.18
113392,3,0.25
9362,2,0.27
126748,2,0.32
9540,2,0.23
118125,2,0.16
1763,2,0.16
125954,2,0.19
21263,3,0.22
117769,2,0.14
9960,2,0.18
126310,2,0.08
21209,3,0.2
13386,3,0.18
24852,2,0.27
122393,3,0.2
130934,3,0.14
130578,3,0.27
16813,2,0.21
24770,2,0.15
109566,2,0.24
14310,3,0.17
14164,3,0.19
25098,2,0.22
121955,3,0.19
17075,2,0.03
115525,2,0.3
2169,2,0.3
23847,3,0.18
10354,2,0.34
10432,2,0.24
123726,2,0.18
112144,3,0.2
111832,3,0.3
114779,2,0.13
132047,3,0.29
127552,3,0.22
119371,3,0.14
107698,2,0.38
20193,2,0.33
20279,2,0.17
127112,3,0.31
131257,2,0.12
115273,3,0.14
123686,3,0.21
131083,2,0.26
112412,2,0.2
131549,2,0.36
23887,2,0.12
131861,2,0.18
24373,2,0.21
123018,3,0.15
115173,3,0.29
114817,3,0.19
2831,3,0.22
11012,3,0.19
123228,3,0.2
6431,2,0.53
6573,2,0.21
119331,2,0.4
19699,3,0.11
14758,2,0.24
127528,2,0.15
127642,2,0.05
127058,2,0.19
119101,2,0.2
20461,3,0.23
127364,2,0.28
118733,3,0.18
1885,3,0.36
112948,2,0.19
21351,2,0.16
122645,2,0.16
109348,3,0.24
13346,2,0.21
13912,2,0.14
14058,2,0.24
14140,2,0.13
116679,3,0.2
22949,2,0.19
11504,3,0.23
111250,2,0.23
124114,3,0.16
124000,3,0.24
115983,3,0.25
3713,3,0.33
132941,2,0.08
7203,2,0.29
7669,2,0.27
19153,3,0.28
128476,2,0.22
19043,3,0.2
120279,2,0.17
120165,2,0.23
117315,3,0.22
114596,2,0.24
8564,3,0.18
22007,2,0.17
114454,2,0.14
22413,2,0.17
8920,3,0.29
22107,2,0.2
113850,2,0.21
129862,2,0.31
121385,2,0.38
110250,3,0.3
17711,3,0.18
110542,3,0.14
121855,2,0.26
121221,2,0.25
129258,2,0.46
18261,3,0.34
120915,2,0.25
18051,3,0.12
109776,3,0.12
114202,3,0.07
21755,3,0.21
421,2,0.2
125246,2,0.08
121751,3,0.17
129784,3,0.33
121409,3,0.18
18155,2,0.19
18009,2,0.18
12904,3,0.15
121325,3,0.32
111176,3,0.31
11598,2,0.38
116509,2,0.21
3219,2,0.26
23251,3,0.17
132851,3,0.24
18627,2,0.35
15652,3,0.11
8167,3,0.22
16008,3,0.25
23150,3,0.35
124259,2,0.32
110937,3,0.4
123911,2,0.15
3668,2,0.13
3118,2,0.07
116640,2,0.1
22548,3,0.26
15925,3,0.15
119910,3,0.2
8168,3,0.17
19126,2,0.31
107515,2,0.13
7236,3,0.39
15439,3,0.27
18636,2,0.3
117128,2,0.35
22158,3,0.16
21574,3,0.14
117284,2,0.19
21794,3,0.3
4830,3,0.38
13233,3,0.3
109573,2,0.21
110285,2,0.18
12317,3,0.25
4260,3,0.1
121642,3,0.24
121752,3,0.13
17736,2,0.13
8805,3,0.24
778,3,0.24
117658,3,0.25
21550,2,0.33
133134,2,0.12
18266,3,0.16
26165,3,0.08
129695,2,0.23
129865,2,0.51
23504,2,0.18
115968,3,0.28
116146,3,0.21
11831,3,0.15
116396,3,0.2
111261,2,0.37
3472,3,0.32
22954,2,0.11
16267,2,0.17
106985,3,0.2
19052,3,0.22
8064,2,0.31
118989,2,0.26
127248,2,0.26
6805,2,0.18
127174,2,0.5
108514,3,0.11
119763,2,0.16
6457,2,0.29
127850,2,0.18
114855,3,0.23
111652,2,0.4
24481,2,0.19
11152,3,0.13
115139,3,0.13
11042,3,0.18
131401,2,0.16
123826,3,0.21
115311,3,0.21
17305,3,0.2
13950,2,0.23
17149,3,0.12
130954,2,0.42
25064,3,0.17
122753,2,0.25
21491,2,0.44
113056,2,0.19
126362,3,0.22
9748,3,0.11
118333,3,0.25
1125,3,0.18
118763,3,0.19
113626,2,0.15
122103,3,0.22
130456,3,0.2
108742,2,0.33
25594,2,0.27
13988,3,0.18
14272,3,0.12
17219,2,0.16
109418,2,0.24
24804,2,0.31
